Loadcase/Frequency
Loadcase,Eigen Mode-X
,44.1545,-0.0154921
,45.2973,-0.0666853
,47.8055,0.0881933
,48.4276,0.0114813
,49.2908,-0.0290832
,50.7466,0.0262874
,52.5241,-0.0162492
,57.2578,-0.00963693
,62.2457,-0.00472097
,62.465,-0.00394477
,64.2981,0.00252912
,64.9729,-0.00173698
,66.107,-0.00119978
,66.9148,-0.00492142
,67.9321,0.000679443
,73.2667,0.0185371
,73.6471,0.00735037
,75.1951,0.0316896
,76.3107,0.0141565
,77.9703,0.00317784
,78.6271,-0.0347213
,80.1933,-0.00178206
,81.0863,0.0482183
,83.3348,-0.0133178
,84.7171,0.0163535
,85.445,0.0127673
,86.787,-0.0371167
,87.326,-0.00145329
,89.4985,-0.00306942
,89.6172,-0.0175467
,92.0527,-0.0130777
,93.827,0.000174664
,97.1972,0.00451124
,97.8548,-0.0126867
,99.2412,0.00437255
,99.9553,-0.0375143
