Loadcase/Frequency
Loadcase,Eigen Mode-Y
1236950,13.1725,-0.000545475
,14.202,0.0148696
,17.899,0.0215965
,18.2176,0.0160476
,20.8101,-0.00825807
,21.9768,-0.00643243
,25.2076,-0.00603533
,26.0408,-8.63484e-05
,26.7245,0.0152493
,29.5885,0.0147879
,30.2952,-0.0092348
,35.0594,0.00524285
,36.5251,-0.00251361
,40.2821,0.00425356
,40.4429,-0.0129404
,41.7889,-0.0120605
,44.1545,0.00333524
,45.2973,0.0214341
,47.8055,0.00288197
,48.4276,0.00182564
,49.2908,-0.00295644
,50.7466,-0.00145452
,52.5241,0.00982347
,57.2578,0.00430461
,62.2457,-0.00638197
,62.465,0.00283973
,64.2981,-0.00661434
,64.9729,0.00320236
,66.107,0.00150511
,66.9148,-0.00152777
,67.9321,-0.0040765
,73.2667,0.000318181
,73.6471,-0.00609228
,75.1951,0.00258169
,76.3107,0.000724814
,77.9703,-0.00252297
,78.6271,0.00196175
,80.1933,-0.0014193
,81.0863,0.00391782
,83.3348,0.00113202
,84.7171,-0.00180081
,85.445,0.00501691
,86.787,0.00350553
,87.326,0.026996
,89.4985,0.0209302
,89.6172,-0.000338842
,92.0527,0.0029331
,93.827,-0.000234284
,97.1972,0.000349552
,97.8548,-0.00550468
,99.2412,0.00234931
,99.9553,-7.65683e-05
1242403,13.1725,-0.000498696
,14.202,0.0147783
,17.899,0.0215056
,18.2176,0.0159028
,20.8101,-0.00847685
,21.9768,-0.00636477
,25.2076,-0.00610428
,26.0408,-0.000208435
,26.7245,0.0151299
,29.5885,0.0145971
,30.2952,-0.00852493
,35.0594,0.00643542
,36.5251,-0.00223528
,40.2821,0.00428028
,40.4429,-0.0132362
,41.7889,-0.0123185
,44.1545,0.00404341
,45.2973,0.0217958
,47.8055,0.00301381
,48.4276,0.000977704
,49.2908,-0.00292993
,50.7466,-0.00168546
,52.5241,0.0101966
,57.2578,0.00420957
,62.2457,-0.0074659
,62.465,0.00290685
,64.2981,-0.00679298
,64.9729,0.00379073
,66.107,0.00156309
,66.9148,-0.00122017
,67.9321,-0.00416886
,73.2667,0.000742542
,73.6471,-0.00596576
,75.1951,0.00307804
,76.3107,0.00104005
,77.9703,-0.000919523
,78.6271,0.00108366
,80.1933,-0.00149116
,81.0863,0.00365289
,83.3348,0.00107924
,84.7171,-0.00156096
,85.445,0.00529903
,86.787,0.00368309
,87.326,0.0281016
,89.4985,0.0216926
,89.6172,-0.000542637
,92.0527,0.00319993
,93.827,-0.000243473
,97.1972,0.000347294
,97.8548,-0.00350201
,99.2412,0.0021755
,99.9553,-0.000735911
1236951,13.1725,-0.000518849
,14.202,0.0148177
,17.899,0.021545
,18.2176,0.0159662
