Loadcase/Frequency
Loadcase,Eigen Mode-X
,36.5251,0.00450225
,40.2821,0.00227062
,40.4429,-0.0131038
,41.7889,-0.0356614
,44.1545,-0.0149938
,45.2973,-0.0772567
,47.8055,0.0807596
,48.4276,0.00749353
,49.2908,-0.0257673
,50.7466,0.00260092
,52.5241,-0.000980346
,57.2578,-0.00177414
,62.2457,-0.000365416
,62.465,-0.00397002
,64.2981,0.00478503
,64.9729,-0.000581419
,66.107,-0.00159947
,66.9148,-0.0302476
,67.9321,0.000202287
,73.2667,0.00163426
,73.6471,0.00445264
,75.1951,0.00274644
,76.3107,0.00559482
,77.9703,-0.00293887
,78.6271,-0.00873409
,80.1933,-0.000185893
,81.0863,0.00743513
,83.3348,-0.0109507
,84.7171,0.0262665
,85.445,0.0222739
,86.787,-0.0223664
,87.326,0.0012676
,89.4985,-0.000969603
,89.6172,-0.0155406
,92.0527,-0.00735615
,93.827,0.000113002
,97.1972,0.00510404
,97.8548,-0.00483917
,99.2412,0.00380338
,99.9553,-0.0338906
